date,full_text,lower,cleaned,normalized,stopword,steemed,tokens,text_en,vader_compound,vader_label
2022-04-08,$TINS Rekomendasi : Buy Time Horizon 1 - 5 hari TINS telah mengalokasikan capex senilai Rp1 8 - 2 triliun tahun ini. TINS akan menggunakan sebagian besar capex untuk pemeliharaan alat dan juga untuk proyek ausmelt yang rencananya akan beroperasi pada awal semester kedua 2022.,$tins rekomendasi : buy time horizon 1 - 5 hari tins telah mengalokasikan capex senilai rp1 8 - 2 triliun tahun ini. tins akan menggunakan sebagian besar capex untuk pemeliharaan alat dan juga untuk proyek ausmelt yang rencananya akan beroperasi pada awal semester kedua 2022.,tins rekomendasi buy time horizon 1 5 hari tins telah mengalokasikan capex senilai rp1 8 2 triliun tahun ini tins akan menggunakan sebagian besar capex untuk pemeliharaan alat dan juga untuk proyek ausmelt yang rencananya akan beroperasi pada awal semester kedua 2022,tins rekomendasi buy time horizon 1 5 hari tins telah mengalokasikan lelah senilai rp1 8 2 triliun tahun ini tins akan menggunakan sebagian besar lelah untuk pemeliharaan alat dan juga untuk proyek ausmelt yang rencananya akan beroperasi pada awal semester kedua 2022,tins rekomendasi buy time horizon 1 5 hari tins mengalokasikan lelah senilai rp1 8 2 triliun tahun tins menggunakan sebagian besar lelah pemeliharaan alat juga proyek ausmelt rencananya beroperasi awal semester kedua 2022,tins rekomendasi buy time horizon 1 5 hari tins alokasi lelah nila rp1 8 2 triliun tahun tins guna bagi besar lelah pelihara alat juga proyek ausmelt rencana operasi awal semester dua 2022,"['tins', 'rekomendasi', 'buy', 'time', 'horizon', '1', '5', 'hari', 'tins', 'alokasi', 'lelah', 'nila', 'rp1', '8', '2', 'triliun', 'tahun', 'tins', 'guna', 'bagi', 'besar', 'lelah', 'pelihara', 'alat', 'juga', 'proyek', 'ausmelt', 'rencana', 'operasi', 'awal', 'semester', 'dua', '2022']","['tins', 'recommendations', 'buy', 'time', 'horizon', '1', '5', 'day', 'tins', 'allocation', 'tired', 'tilapia', 'Rp1', '8', '2', 'trillion', 'year', 'tins' 'Also', 'Project', 'Ausmelt', 'Plan', 'Operation', 'Beginning', 'Semester', 'Two', '2022']",-0.1779,1
2022-04-08,$TINS Harga ditutup di atas EMA5 10 dan membentuk pola long white marubozu yang merupakan sinyal bullish continuation stochastic konsisten overbought dan MACD histogram convergence positif. Current Price : 1.940 Take Profit 1 : 1.965 Take Profit 2 : 1.990 Cut Loss : &lt; 1.890,$tins harga ditutup di atas ema5 10 dan membentuk pola long white marubozu yang merupakan sinyal bullish continuation stochastic konsisten overbought dan macd histogram convergence positif. current price : 1.940 take profit 1 : 1.965 take profit 2 : 1.990 cut loss : &lt; 1.890,tins harga ditutup di atas ema5 10 dan membentuk pola long white marubozu yang merupakan sinyal bullish continuation stochastic konsisten overbought dan macd histogram convergence positif current price 1940 take profit 1 1965 take profit 2 1990 cut loss lt 1890,tins harga ditutup di atas ema5 10 dan membentuk pola long white marubozu yang merupakan sinyal bullish kelanjutan tren indikator teknikal konsisten overbought dan macd histogram convergence positif current price 1940 take profit 1 1965 take profit 2 1990 cut loss lt 1890,tins harga ditutup atas ema5 10 membentuk pola long white marubozu merupakan sinyal bullish kelanjutan tren indikator teknikal konsisten overbought macd histogram convergence positif current price 1940 take profit 1 1965 take profit 2 1990 cut loss lt 1890,tins harga tutup atas ema5 10 bentuk pola long white marubozu rupa sinyal bullish lanjut tren indikator teknikal konsisten overbought macd histogram convergence positif current price 1940 take profit 1 1965 take profit 2 1990 cut loss lt 1890,"['tins', 'harga', 'tutup', 'atas', 'ema5', '10', 'bentuk', 'pola', 'long', 'white', 'marubozu', 'rupa', 'sinyal', 'bullish', 'lanjut', 'tren', 'indikator', 'teknikal', 'konsisten', 'overbought', 'macd', 'histogram', 'convergence', 'positif', 'current', 'price', '1940', 'take', 'profit', '1', '1965', 'take', 'profit', '2', '1990', 'cut', 'loss', 'lt', '1890']","['tins', 'price', 'closed', 'above', 'ema5', '10', 'form', 'pattern', 'long', 'white', 'marubozu', 'appearance', 'signal', 'bullish', 'continued', 'trend', 'indicator', 'technical', 'consistent' 'Convergence', 'Positive', 'Current', 'Price', '1940', 'Take', 'Profit', '1', '1965', 'Take','Profit', '2', '1990', 'Cut', 'Lt']",0.91,2
2022-04-13,$TINS Rekomendasi : Buy Time Horizon 1 - 5 hari Harga ditutup di atas EMA10 dan membentuk pola long white marubozu yang merupakan sinyal bullish continuation stochastic netral dan MACD histogram divergence negatif. CP : 1.890 TP 1 : 1.910 TP 2 : 1.930 CL : &lt; 1.850,$tins rekomendasi : buy time horizon 1 - 5 hari harga ditutup di atas ema10 dan membentuk pola long white marubozu yang merupakan sinyal bullish continuation stochastic netral dan macd histogram divergence negatif. cp : 1.890 tp 1 : 1.910 tp 2 : 1.930 cl : &lt; 1.850,tins rekomendasi buy time horizon 1 5 hari harga ditutup di atas ema10 dan membentuk pola long white marubozu yang merupakan sinyal bullish continuation stochastic netral dan macd histogram divergence negatif cp 1890 tp 1 1910 tp 2 1930 cl lt 1850,tins rekomendasi buy time horizon 1 5 hari harga ditutup di atas ema10 dan membentuk pola long white marubozu yang merupakan sinyal bullish kelanjutan tren indikator teknikal netral dan macd histogram penyimpangan tren negatif cp 1890 tapi 1 1910 tapi 2 1930 cl lt 1850,tins rekomendasi buy time horizon 1 5 hari harga ditutup atas ema10 membentuk pola long white marubozu merupakan sinyal bullish kelanjutan tren indikator teknikal netral macd histogram penyimpangan tren negatif cp 1890 1 1910 2 1930 cl lt 1850,tins rekomendasi buy time horizon 1 5 hari harga tutup atas ema10 bentuk pola long white marubozu rupa sinyal bullish lanjut tren indikator teknikal netral macd histogram simpang tren negatif cp 1890 1 1910 2 1930 cl lt 1850,"['tins', 'rekomendasi', 'buy', 'time', 'horizon', '1', '5', 'hari', 'harga', 'tutup', 'atas', 'ema10', 'bentuk', 'pola', 'long', 'white', 'marubozu', 'rupa', 'sinyal', 'bullish', 'lanjut', 'tren', 'indikator', 'teknikal', 'netral', 'macd', 'histogram', 'simpang', 'tren', 'negatif', 'cp', '1890', '1', '1910', '2', '1930', 'cl', 'lt', '1850']","['Tins',' Recommendations', 'Buy', 'Time', 'Horizon', '1', '5', '5', 'Day', 'Prices',' Cover ',' Cover ',' Top ',' Ema10 ',' Form ',' Pattern ',' Long ',' White ',' White ',' Marubozu ',' Marubozu ',' 'technical', 'neutral', 'Macd', 'Histogram', 'Simpang', 'Trends', 'Negative', 'CP', '1890', '1', '1910', '2','1930', 'Cl', 'Lt', '1850']",0.25,2
2022-04-18,MY WL buat besok $CTRA $ANTM $TINS $ASSA $AKRA DISC ON,my wl buat besok $ctra $antm $tins $assa $akra disc on,my wl buat besok ctra antm tins assa akra disc on,my wl buat besok ctra antm tins assa akra disc on,my wl buat besok ctra antm tins assa akra disc on,my wl buat besok ctra antm tins assa akra disc on,"['my', 'wl', 'buat', 'besok', 'ctra', 'antm', 'tins', 'assa', 'akra', 'disc', 'on']","['My', 'WL', 'Create', 'Tomorrow', 'Ctra', 'Antm', 'Tins', 'Assa', 'Akra', 'Disc', 'On']",0.2732,2
2022-04-26,$STAA $TINS gue kemaren pas profit bukannya di TP malah di liatin aja sekarang di bawa turun nyengir deh ,$staa $tins gue kemaren pas profit bukannya di namun malah di liatin aja sekarang di bawa turun nyengir deh ,staa tins gue kemaren pas profit bukannya di namun malah di liatin aja sekarang di bawa turun nyengir deh,staa tins saya kemaren pas profit bukannya di tapi malah di liatin aja sekarang di bawa turun nyengir deh,staa tins kemaren pas profit bukannya tapi malah liatin aja sekarang bawa turun nyengir deh,staa tins kemaren pas profit bukan tapi malah liatin aja sekarang bawa turun nyengir deh,"['staa', 'tins', 'kemaren', 'pas', 'profit', 'bukan', 'tapi', 'malah', 'liatin', 'aja', 'sekarang', 'bawa', 'turun', 'nyengir', 'deh']","['staa', 'tins', 'yesterday', 'fitting', 'profit', 'not', 'but', 'instead', 'see', 'just', 'now', 'bring', 'down', 'grin', 'deh']",0.4118,2
2022-04-28,$TINS (Syariah) Rekomendasi : Buy Time Horizon 1 - 5 hari Pertemuan antara Menteri Luhut dengan CEO Tesla @elonmusk bertujuan untuk meyakinkan Tesla agar bekerja sama dengan Indonesia perihal penyediaan nikel sebagai bahan baku Battery Cell berlandaskan ESG yang baik.,$tins (syariah) rekomendasi : buy time horizon 1 - 5 hari pertemuan antara menteri luhut dengan ceo tesla @elonmusk bertujuan untuk meyakinkan tesla agar bekerja sama dengan indonesia perihal penyediaan nikel sebagai bahan baku battery cell berlandaskan esg yang baik.,tins syariah rekomendasi buy time horizon 1 5 hari pertemuan antara menteri luhut dengan ceo tesla elonmusk bertujuan untuk meyakinkan tesla agar bekerja sama dengan indonesia perihal penyediaan nikel sebagai bahan baku battery cell berlandaskan esg yang baik,tins syariah rekomendasi buy time horizon 1 5 hari pertemuan antara menteri luhut dengan ceo tesla elonmusk bertujuan untuk meyakinkan tesla agar bekerja sama dengan indonesia perihal penyediaan nikel sebagai bahan baku battery cell berlandaskan esg yang baik,tins syariah rekomendasi buy time horizon 1 5 hari pertemuan menteri luhut ceo tesla elonmusk bertujuan meyakinkan tesla bekerja sama indonesia perihal penyediaan nikel bahan baku battery cell berlandaskan esg baik,tins syariah rekomendasi buy time horizon 1 5 hari temu menteri luhut ceo tesla elonmusk tuju yakin tesla kerja sama indonesia perihal sedia nikel bahan baku battery cell landas esg baik,"['tins', 'syariah', 'rekomendasi', 'buy', 'time', 'horizon', '1', '5', 'hari', 'temu', 'menteri', 'luhut', 'ceo', 'tesla', 'elonmusk', 'tuju', 'yakin', 'tesla', 'kerja', 'sama', 'indonesia', 'perihal', 'sedia', 'nikel', 'bahan', 'baku', 'battery', 'cell', 'landas', 'esg', 'baik']","['tins', 'sharia', 'recommendations', 'buy', 'time', 'horizon', '1', '5', 'day', 'Temu', 'Minister', 'Luhut', 'Luhut', 'CEO', 'Tesla', 'Elonmusk', 'Tesla', 'Tesight', 'Tesla', 'Tesla', 'Tesla', 'Tesla', 'Tesla', 'Tesla', 'Tesla', 'Tesla', 'Tesla', 'Tesla', 'Tesla', 'Tesla', 'Tesla', 'Tesla' 'nickel', 'material', 'raw', 'battery', 'cell', 'rasshole', 'esg', 'good']",0.5719,2
2022-05-12,$TINS yangsuka TINS or yangmau bottom fishing yangvalid check TINS 1. 2 trendline kuat di daily chart &amp; hampir bertemu (= risk nya tight) 2. Merupakan Breakout Pullback 3. Rp.1570 = 1.618 Fibonacci target dari breakdown continuation (Daily chart) #BottomFishing #BreakoutPullback https://t.co/sbgeUVy2L3,$tins yangsuka tins or yangmau bottom fishing yangvalid check tins 1. 2 trendline kuat di daily chart &amp; hampir bertemu (= risk nya tight) 2. merupakan breakout pullback 3. rp.1570 = 1.618 fibonacci target dari breakdown continuation (daily chart) #bottomfishing #breakoutpullback https://t.co/sbgeuvy2l3,tins yangsuka tins or yangmau bottom fishing yangvalid check tins 1 2 trendline kuat di daily chart amp hampir bertemu risk nya tight 2 merupakan breakout pullback 3 rp1570 1618 fibonacci target dari breakdown continuation daily chart bottomfishing breakoutpullback,tins yang suka tins or yang mau bottom fishing yang valid check tins 1 2 trendline kuat di daily chart amp hampir bertemu risk nya tight 2 merupakan naik kuat pullback 3 rp1570 1618 fibonacci target dari turun tajam kelanjutan tren daily chart bottomfishing breakoutpullback,tins suka tins or mau bottom fishing valid check tins 1 2 trendline kuat daily chart amp hampir bertemu risk nya tight 2 merupakan naik kuat pullback 3 rp1570 1618 fibonacci target turun tajam kelanjutan tren daily chart bottomfishing breakoutpullback,tins suka tins or mau bottom fishing valid check tins 1 2 trendline kuat daily chart amp hampir temu risk nya tight 2 rupa naik kuat pullback 3 rp1570 1618 fibonacci target turun tajam lanjut tren daily chart bottomfishing breakoutpullback,"['tins', 'suka', 'tins', 'or', 'mau', 'bottom', 'fishing', 'valid', 'check', 'tins', '1', '2', 'trendline', 'kuat', 'daily', 'chart', 'amp', 'hampir', 'temu', 'risk', 'nya', 'tight', '2', 'rupa', 'naik', 'kuat', 'pullback', '3', 'rp1570', '1618', 'fibonacci', 'target', 'turun', 'tajam', 'lanjut', 'tren', 'daily', 'chart', 'bottomfishing', 'breakoutpullback']","['tins',' like ',' tins', 'or', 'want', 'bottom', 'fishing', 'valid', 'check', 'tins',' 1 ',' 2 ',' Trendline ',' Strong ',' Daily ',' Chart ',' Amp ',' 'appearance', 'rising', 'strong', 'pullback', '3', 'Rp1570', '1618', 'Fibonacci', 'target', 'down', 'sharp', 'continued', 'Trends', 'Daily', 'Chart', 'Bottomfishing', 'BreakoutPullback']",0.5719,2
2022-05-15,Siap-siap HAKA $ANTM $INCO $TINS,siap-siap haka $antm $inco $tins,siapsiap haka antm inco tins,siapsiap haka antm inco tins,siapsiap haka antm inco tins,siapsiap haka antm inco tins,"['siapsiap', 'haka', 'antm', 'inco', 'tins']","['Readiness', 'Haka', 'Antm', 'Inco', 'Tins']",0.1779,2
2022-05-18,Q1-22 $TINS rilis laba naik hampir 6000% di banding tahun lalu Karena efek harga timah naik Sayang buat di lewatkan Tapi Ini emiten mirroring bngt sama harga timah dunia Jadi $TINS aku swing ambil porsi 25% Dan Klo putusan RUPS gak bagi dividen saya out https://t.co/pvOIxwyykX,q1-22 $tins rilis laba naik hampir 6000% di banding tahun lalu karena efek harga timah naik sayang buat di lewatkan tapi ini emiten mirroring bngt sama harga timah dunia jadi $tins aku swing ambil porsi 25% dan klo putusan rups gak bagi dividen saya out https://t.co/pvoixwyykx,q122 tins rilis laba naik hampir 6000 di banding tahun lalu karena efek harga timah naik sayang buat di lewatkan tapi ini emiten mirroring bngt sama harga timah dunia jadi tins aku swing ambil porsi 25 dan klo putusan rups gak bagi dividen saya out,q122 tins rilis laba naik hampir 6000 di banding tahun lalu karena efek harga timah naik sayang buat di lewatkan tapi ini emiten mirroring bngt sama harga timah dunia jadi tins aku strategi jangka pendek ambil porsi 25 dan kalau putusan rups tidak bagi dividen saya out,q122 tins rilis laba naik hampir 6000 banding tahun lalu efek harga timah naik sayang buat lewatkan ini emiten mirroring bngt sama harga timah dunia jadi tins aku strategi jangka pendek ambil porsi 25 kalau putusan rups bagi dividen out,q122 tins rilis laba naik hampir 6000 banding tahun lalu efek harga timah naik sayang buat lewat ini emiten mirroring bngt sama harga timah dunia jadi tins aku strategi jangka pendek ambil porsi 25 kalau putus rups bagi dividen out,"['q122', 'tins', 'rilis', 'laba', 'naik', 'hampir', '6000', 'banding', 'tahun', 'lalu', 'efek', 'harga', 'timah', 'naik', 'sayang', 'buat', 'lewat', 'ini', 'emiten', 'mirroring', 'bngt', 'sama', 'harga', 'timah', 'dunia', 'jadi', 'tins', 'aku', 'strategi', 'jangka', 'pendek', 'ambil', 'porsi', '25', 'kalau', 'putus', 'rups', 'bagi', 'dividen', 'out']","['Q122', 'tins', 'release', 'profit', 'rising', 'almost', '6000', 'appeal', 'year', 'then', 'effect', 'price', 'tin', 'rising', 'dear', 'for', 'through', 'this', 'issu', 'Mirroring', 'So', 'tins', 'me', 'strategy', 'term', 'short', 'take', 'portion', '25', 'if', 'broken', 'GMS', 'for', 'Dividend', 'Out']",0.5994,2
2022-05-20,$TINS Rekomendasi : Buy Time Horizon 1 - 5 hari TINS berhasil membukukan laba bersih sebesar Rp601 miliar pada Q1 2022 melesat 5.713% dibanding Q1 2021. Kenaikan ini ditopang harga jual rata-rata logam timah pada Q1 2022 sebesar US$ 43.946 per Mton naik 76% dibanding Q1 2021.,$tins rekomendasi : buy time horizon 1 - 5 hari tins berhasil membukukan laba bersih sebesar rp601 miliar pada q1 2022 melesat 5.713% dibanding q1 2021. kenaikan ini ditopang harga jual rata-rata logam timah pada q1 2022 sebesar us$ 43.946 per mton naik 76% dibanding q1 2021.,tins rekomendasi buy time horizon 1 5 hari tins berhasil membukukan laba bersih sebesar rp601 miliar pada q1 2022 melesat 5713 dibanding q1 2021 kenaikan ini ditopang harga jual ratarata logam timah pada q1 2022 sebesar us 43946 per mton naik 76 dibanding q1 2021,tins rekomendasi buy time horizon 1 5 hari tins berhasil membukukan laba bersih sebesar rp601 miliar pada q1 2022 naik cepat 5713 dibanding q1 2021 kenaikan ini ditopang harga jual ratarata logam timah pada q1 2022 sebesar us 43946 per mton naik 76 dibanding q1 2021,tins rekomendasi buy time horizon 1 5 hari tins berhasil membukukan laba bersih sebesar rp601 miliar q1 2022 naik cepat 5713 dibanding q1 2021 kenaikan ditopang harga jual ratarata logam timah q1 2022 sebesar us 43946 per mton naik 76 dibanding q1 2021,tins rekomendasi buy time horizon 1 5 hari tins hasil buku laba bersih besar rp601 miliar q1 2022 naik cepat 5713 banding q1 2021 naik topang harga jual ratarata logam timah q1 2022 besar us 43946 per mton naik 76 banding q1 2021,"['tins', 'rekomendasi', 'buy', 'time', 'horizon', '1', '5', 'hari', 'tins', 'hasil', 'buku', 'laba', 'bersih', 'besar', 'rp601', 'miliar', 'q1', '2022', 'naik', 'cepat', '5713', 'banding', 'q1', '2021', 'naik', 'topang', 'harga', 'jual', 'ratarata', 'logam', 'timah', 'q1', '2022', 'besar', 'us', '43946', 'per', 'mton', 'naik', '76', 'banding', 'q1', '2021']","['Tins',' Recommendations', 'Buy', 'Time', 'Horizon', '1', '5', '5', 'Tins',' Results', 'Book', 'Book', 'Profit', 'Clean', 'Clean', 'Big', 'Big', 'Big', 'billion', '2022', 'Rise', 'Topang', 'Price', 'Selling', 'average', 'Metal', 'Tin', 'Q1', '2022', 'Big', 'US', '43946', 'Per', 'Mton', 'Rise', '76', 'Q1']",0.9442,2
2022-05-20,$TINS Harga ditutup di atas EMA5 dan membentuk pola long white marubozu yang merupakan sinyal bullish continuation stochastic oversold dan MACD histogram convergence negatif. Current Price : 1.705 Take Profit 1 : 1.725 Take Profit 2 : 1.745 Cut Loss : &lt; 1.665,$tins harga ditutup di atas ema5 dan membentuk pola long white marubozu yang merupakan sinyal bullish continuation stochastic oversold dan macd histogram convergence negatif. current price : 1.705 take profit 1 : 1.725 take profit 2 : 1.745 cut loss : &lt; 1.665,tins harga ditutup di atas ema5 dan membentuk pola long white marubozu yang merupakan sinyal bullish continuation stochastic oversold dan macd histogram convergence negatif current price 1705 take profit 1 1725 take profit 2 1745 cut loss lt 1665,tins harga ditutup di atas ema5 dan membentuk pola long white marubozu yang merupakan sinyal bullish kelanjutan tren indikator teknikal harga turun terlalu dalam dan macd histogram convergence negatif current price 1705 take profit 1 1725 take profit 2 1745 cut loss lt 1665,tins harga ditutup atas ema5 membentuk pola long white marubozu merupakan sinyal bullish kelanjutan tren indikator teknikal harga turun terlalu dan macd histogram convergence negatif current price 1705 take profit 1 1725 take profit 2 1745 cut loss lt 1665,tins harga tutup atas ema5 bentuk pola long white marubozu rupa sinyal bullish lanjut tren indikator teknikal harga turun terlalu dan macd histogram convergence negatif current price 1705 take profit 1 1725 take profit 2 1745 cut loss lt 1665,"['tins', 'harga', 'tutup', 'atas', 'ema5', 'bentuk', 'pola', 'long', 'white', 'marubozu', 'rupa', 'sinyal', 'bullish', 'lanjut', 'tren', 'indikator', 'teknikal', 'harga', 'turun', 'terlalu', 'dan', 'macd', 'histogram', 'convergence', 'negatif', 'current', 'price', '1705', 'take', 'profit', '1', '1725', 'take', 'profit', '2', '1745', 'cut', 'loss', 'lt', '1665']","['tins', 'price', 'closed', 'above', 'ema5', 'form', 'pattern', 'long', 'white', 'marubozu', 'appearance', 'signal', 'bullish', 'continued', 'trend', 'indicator', 'technical', 'price', 'down' 'Convergence', 'Negative', 'Current', 'Price', '1705', 'Take', 'Profit', '1', '1725', 'Take', 'Profit', '2', 'Cut', 'Lt']",0.5859,2
2022-05-25,Berita hot lainnya hari ini : - $TINS akan membagikan dividen sebesar Rp455 M (Rp 61/lembar) - Pemerintah berencana mencabut subsidi minyak goreng curah per 31 Mei 2022. Selengkapnya klik di : https://t.co/RB8KkY0CLn,berita hot lainnya hari ini : - $tins akan membagikan dividen sebesar rp455 m (rp 61/lembar) - pemerintah berencana mencabut subsidi minyak goreng curah per 31 mei 2022. selengkapnya klik di : https://t.co/rb8kky0cln,berita hot lainnya hari ini tins akan membagikan dividen sebesar rp455 m rp 61lembar pemerintah berencana mencabut subsidi minyak goreng curah per 31 mei 2022 selengkapnya klik di,berita hot lainnya hari ini tins akan membagikan dividen sebesar rp455 m rp 61lembar pemerintah berencana mencabut subsidi minyak spekulatif curah per 31 mei 2022 selengkapnya klik di,berita hot lainnya hari tins membagikan dividen sebesar rp455 m rp 61lembar pemerintah berencana mencabut subsidi minyak spekulatif curah per 31 mei 2022 selengkapnya klik,berita hot lain hari tins bagi dividen besar rp455 m rp 61lembar perintah rencana cabut subsidi minyak spekulatif curah per 31 mei 2022 lengkap klik,"['berita', 'hot', 'lain', 'hari', 'tins', 'bagi', 'dividen', 'besar', 'rp455', 'm', 'rp', '61lembar', 'perintah', 'rencana', 'cabut', 'subsidi', 'minyak', 'spekulatif', 'curah', 'per', '31', 'mei', '2022', 'lengkap', 'klik']","['news',' hot ',' other ',' day ',' tins', 'for', 'dividend', 'big', 'Rp455', 'm', 'Rp', '61lembar', 'command', 'plan', 'pulling', 'subsidies',' oil ',' oil ',' speculative ',' output ',' 'Click']",0.4767,2
2022-05-25,$TINS Harga ditutup di atas EMA5 10 dan membentuk pola long white marubozu yang merupakan sinyal bullish continuation stochastic netral dan MACD histogram convergence negatif. Current Price : 1.805 Take Profit 1 : 1.825 Take Profit 2 : 1.845 Cut Loss : &lt; 1.765,$tins harga ditutup di atas ema5 10 dan membentuk pola long white marubozu yang merupakan sinyal bullish continuation stochastic netral dan macd histogram convergence negatif. current price : 1.805 take profit 1 : 1.825 take profit 2 : 1.845 cut loss : &lt; 1.765,tins harga ditutup di atas ema5 10 dan membentuk pola long white marubozu yang merupakan sinyal bullish continuation stochastic netral dan macd histogram convergence negatif current price 1805 take profit 1 1825 take profit 2 1845 cut loss lt 1765,tins harga ditutup di atas ema5 10 dan membentuk pola long white marubozu yang merupakan sinyal bullish kelanjutan tren indikator teknikal netral dan macd histogram convergence negatif current price 1805 take profit 1 1825 take profit 2 1845 cut loss lt 1765,tins harga ditutup atas ema5 10 membentuk pola long white marubozu merupakan sinyal bullish kelanjutan tren indikator teknikal netral macd histogram convergence negatif current price 1805 take profit 1 1825 take profit 2 1845 cut loss lt 1765,tins harga tutup atas ema5 10 bentuk pola long white marubozu rupa sinyal bullish lanjut tren indikator teknikal netral macd histogram convergence negatif current price 1805 take profit 1 1825 take profit 2 1845 cut loss lt 1765,"['tins', 'harga', 'tutup', 'atas', 'ema5', '10', 'bentuk', 'pola', 'long', 'white', 'marubozu', 'rupa', 'sinyal', 'bullish', 'lanjut', 'tren', 'indikator', 'teknikal', 'netral', 'macd', 'histogram', 'convergence', 'negatif', 'current', 'price', '1805', 'take', 'profit', '1', '1825', 'take', 'profit', '2', '1845', 'cut', 'loss', 'lt', '1765']","['tins', 'price', 'closed', 'above', 'ema5', '10', 'form', 'pattern', 'long', 'white', 'marubozu', 'form', 'signal', 'bullish', 'continued', 'trend', 'indicator', 'technical', 'neutral', 'neutral', 'histogram', 'histogram', 'convence', 'Negative', 'Current', 'Price', '1805', 'Take', 'Profit', '1', '1825', 'Take', 'Profit', '2', '1845', 'Cut', 'Loss', 'Lt']",0.4939,2
2022-05-25,@eskepalmilosatu @FaizZulkifli7 $TINS mengecewakan ,@eskepalmilosatu @faizzulkifli7 $tins mengecewakan ,eskepalmilosatu faizzulkifli7 tins mengecewakan,eskepalmilosatu faizzulkifli7 tins buruk,eskepalmilosatu faizzulkifli7 tins buruk,eskepalmilosatu faizzulkifli7 tins buruk,"['eskepalmilosatu', 'faizzulkifli7', 'tins', 'buruk']","['Eskepalmilosatu', 'Faizzulkifli7', 'Tins', 'Bad']",-0.3612,1
2022-05-25,$TINS Rekomendasi : Buy Time Horizon 1 - 5 hari Laba bersih meroket 5.713% menjadi Rp601 miliar dibandingkan periode yang sama tahun 2021 yang hanya sebesar Rp10 miliar. Ini tercermin dari naiknya EBITDA sebesar 213% menjadi Rp1 1 triliun dari sebelumnya Rp347 miliar.,$tins rekomendasi : buy time horizon 1 - 5 hari laba bersih meroket 5.713% menjadi rp601 miliar dibandingkan periode yang sama tahun 2021 yang hanya sebesar rp10 miliar. ini tercermin dari naiknya ebitda sebesar 213% menjadi rp1 1 triliun dari sebelumnya rp347 miliar.,tins rekomendasi buy time horizon 1 5 hari laba bersih meroket 5713 menjadi rp601 miliar dibandingkan periode yang sama tahun 2021 yang hanya sebesar rp10 miliar ini tercermin dari naiknya ebitda sebesar 213 menjadi rp1 1 triliun dari sebelumnya rp347 miliar,tins rekomendasi buy time horizon 1 5 hari laba bersih meroket 5713 menjadi rp601 miliar dibandingkan periode yang sama tahun 2021 yang hanya sebesar rp10 miliar ini tercermin dari naiknya ebitda sebesar 213 menjadi rp1 1 triliun dari sebelumnya rp347 miliar,tins rekomendasi buy time horizon 1 5 hari laba bersih meroket 5713 menjadi rp601 miliar dibandingkan periode sama tahun 2021 hanya sebesar rp10 miliar tercermin naiknya ebitda sebesar 213 menjadi rp1 1 triliun sebelumnya rp347 miliar,tins rekomendasi buy time horizon 1 5 hari laba bersih roket 5713 jadi rp601 miliar banding periode sama tahun 2021 hanya besar rp10 miliar cermin naik ebitda besar 213 jadi rp1 1 triliun belum rp347 miliar,"['tins', 'rekomendasi', 'buy', 'time', 'horizon', '1', '5', 'hari', 'laba', 'bersih', 'roket', '5713', 'jadi', 'rp601', 'miliar', 'banding', 'periode', 'sama', 'tahun', '2021', 'hanya', 'besar', 'rp10', 'miliar', 'cermin', 'naik', 'ebitda', 'besar', '213', 'jadi', 'rp1', '1', 'triliun', 'belum', 'rp347', 'miliar']","['tins', 'recommendations', 'buy', 'time', 'horizon', '1', '5', 'day', 'profit', 'clean', 'rocket', '5713', 'So', 'Rp. 601', 'billion', 'Appeal', 'Period', 'Same', 'Year', '2021', 'only', 'Big' 'Mirror', 'Rise', 'Ebitda', 'Big', '213', 'So', 'Rp1', '1', 'Trillion', 'Not', 'Rp347', 'Billion']",0.9153,2
2022-06-02,Stock pick Udah masuk radar sih $TINS https://t.co/QMsUSOUMXq,stock pick udah masuk radar sih $tins https://t.co/qmsusoumxq,stock pick udah masuk radar sih tins,stock pick udah masuk radar sih tins,stock pick udah masuk radar sih tins,stock pick udah masuk radar sih tins,"['stock', 'pick', 'udah', 'masuk', 'radar', 'sih', 'tins']","['stock', 'pick', 'already', 'enter', 'radar', 'anyway', 'tins']",0.128,2
2022-06-02,$TINS saya out ya Masih bisa 2.200 an Tapi aku duluan Makasi tins https://t.co/IIpM3OYjCW,$tins saya out ya masih bisa 2.200 an tapi aku duluan makasi tins https://t.co/iipm3oyjcw,tins saya out ya masih bisa 2200 an tapi aku duluan makasi tins,tins saya out ya masih bisa 2200 an tapi aku duluan makasi tins,tins out masih 2200 an aku duluan makasi tins,tins out masih 2200 an aku duluan makas tins,"['tins', 'out', 'masih', '2200', 'an', 'aku', 'duluan', 'makas', 'tins']","['Tins', 'Out', 'Still', '2200', 'An', 'I', 'First', 'Makas', 'Tins']",-0.128,1
